"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",15.8,8,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",18,5,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",32,8,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",39,4,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",11,12,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",18,10,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",25,10,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,10,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",16,8,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Hammer Curl (Cable)",,"",0,"normal",11.3,8,,,
"PULL PULL PULL","May 28, 2026, 10:43 AM","May 28, 2026, 11:58 AM","","Hammer Curl (Cable)",,"",1,"normal",13.5,6,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Cycling",,"",0,"normal",,,,600,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Incline Bench Press (Dumbbell)",,"",0,"warmup",16,12,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Incline Bench Press (Dumbbell)",,"",1,"normal",24,9,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Incline Bench Press (Dumbbell)",,"",2,"normal",28,5,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Press (Machine)",,"",0,"normal",25,10,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Press (Machine)",,"",1,"normal",32,5,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Press (Machine)",,"",2,"normal",34.3,4,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Fly (Machine)",,"",0,"normal",39,10,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Fly (Machine)",,"",1,"normal",45,8,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Chest Fly (Machine)",,"",2,"normal",52,6,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Seated Shoulder Press (Machine)",,"",0,"normal",14,10,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Seated Shoulder Press (Machine)",,"",1,"normal",18,8,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Seated Shoulder Press (Machine)",,"",2,"normal",21.3,8,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",2.5,10,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",3.75,8,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",4.5,12,,,
"PUSH PUSH PUSH","May 26, 2026, 10:53 AM","May 26, 2026, 11:51 AM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",5.75,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Cycling",,"",0,"normal",,,,600,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Shoulder Press (Dumbbell)",,"",0,"warmup",8,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",16,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Shoulder Press (Dumbbell)",,"",3,"normal",24,4,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",2.5,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",5,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Face Pull",,"",0,"normal",10,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Face Pull",,"",1,"normal",12.5,10,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Face Pull",,"",2,"normal",15,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",10,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",12.5,5,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",16,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",16,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Triceps Rope Pushdown",,"",0,"normal",10,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Triceps Rope Pushdown",,"",1,"normal",12.5,10,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Triceps Rope Pushdown",,"",2,"normal",15,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Preacher Curl (Dumbbell)",,"",0,"normal",12,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Preacher Curl (Dumbbell)",,"",1,"normal",16,10,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Preacher Curl (Dumbbell)",,"",2,"normal",18,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Overhead Triceps Extension (Cable)",,"",0,"normal",7.5,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Overhead Triceps Extension (Cable)",,"",1,"normal",12.5,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Overhead Triceps Extension (Cable)",,"",2,"normal",12.5,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",12,12,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",14,8,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",16,6,,,
"Shoulders & Arms","May 20, 2026, 3:39 PM","May 20, 2026, 5:16 PM","","Elliptical Trainer",,"",0,"normal",,,,600,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Cycling",,"",0,"normal",,,,600,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Lat Pulldown (Cable)",,"",0,"warmup",18,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Lat Pulldown (Cable)",,"",1,"normal",25,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Lat Pulldown (Cable)",,"",2,"normal",32,10,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Lat Pulldown (Cable)",,"",3,"normal",39,8,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Seated Row (Machine)",,"",0,"normal",18,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Seated Row (Machine)",,"",1,"normal",25,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Seated Row (Machine)",,"",2,"normal",32,10,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Seated Row (Machine)",,"",3,"normal",39,8,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",11,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",13.5,10,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",15,7,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Bicep Curl (Cable)",,"",0,"normal",9,12,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Bicep Curl (Cable)",,"",1,"normal",11,7,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Bicep Curl (Cable)",,"",2,"normal",11,6,,,
"Back & Biceps","May 18, 2026, 10:02 AM","May 18, 2026, 11:01 AM","","Elliptical Trainer",,"",0,"normal",,,,600,
